date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-03-24,GR,860,200096,33523,0.43,0.36,16.75,725.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-25,GR,1305,200096,34828,0.65,0.37,17.41,733.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-26,GR,1033,200096,35861,0.52,0.39,17.92,784.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-27,GR,55,200096,35916,0.03,0.41,17.95,822.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-28,GR,55,200096,35971,0.03,0.45,17.98,895.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-29,GR,1199,200096,37170,0.6,0.44,18.58,886,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-30,GR,1248,200096,38418,0.62,0.37,19.2,743.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-31,GR,1374,200096,39792,0.69,0.37,19.89,743.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-01,GR,1238,200096,41030,0.62,0.37,20.51,735.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-02,GR,34,200096,41064,0.02,0.28,20.52,564.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-03,GR,55,200096,41119,0.03,0.26,20.55,521.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-04,GR,0,200096,41119,0,0.26,20.55,515.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-05,GR,0,200096,41119,0,0.26,20.55,515,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-06,GR,948,200096,42067,0.47,0.32,21.02,647.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-07,GR,1332,200096,43399,0.67,0.36,21.69,711.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-08,GR,1236,200096,44635,0.62,0.36,22.31,719.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-09,GR,963,200096,45598,0.48,0.44,22.79,878.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-10,GR,503,200096,46101,0.25,0.48,23.04,956.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-11,GR,55,200096,46156,0.03,0.51,23.07,1015.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-12,GR,1110,200096,47266,0.55,0.53,23.62,1063,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-13,GR,1496,200096,48762,0.75,0.56,24.37,1111.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-14,GR,1743,200096,50505,0.87,0.55,25.24,1096.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-15,GR,1571,200096,52076,0.79,0.55,26.03,1096.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-16,GR,1302,200096,53378,0.65,0.57,26.68,1143.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-17,GR,397,200096,53775,0.2,0.58,26.87,1165.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-18,GR,55,200096,53830,0.03,0.56,26.9,1110.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-19,GR,1440,200096,55270,0.72,0.56,27.62,1118.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-20,GR,1650,200096,56920,0.82,0.56,28.45,1112.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-21,GR,1361,200096,58281,0.68,0.58,29.13,1163.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-22,GR,1627,200096,59908,0.81,0.58,29.94,1163.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-23,GR,1260,200096,61168,0.63,0.62,30.57,1249.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-24,GR,750,200096,61918,0.37,0.68,30.94,1366.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-25,GR,55,200096,61973,0.03,0.75,30.97,1508.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-26,GR,2044,200096,64017,1.02,0.75,31.99,1501.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-27,GR,2470,200096,66487,1.23,0.7,33.23,1394.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-28,GR,2356,200096,68843,1.18,0.72,34.4,1440.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-29,GR,1574,200096,70417,0.79,0.72,35.19,1440.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-30,GR,513,200096,70930,0.26,0.62,35.45,1229.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-01,GR,1074,200096,72004,0.54,0.49,35.98,976.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-02,GR,55,200096,72059,0.03,0.38,36.01,752.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-03,GR,564,200096,72623,0.28,0.45,36.29,903.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-04,GR,702,200096,73325,0.35,0.57,36.64,1147.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-05,GR,787,200096,74112,0.39,0.59,37.04,1182.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-06,GR,2631,200096,76743,1.31,0.59,38.35,1182.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-07,GR,2217,200096,78960,1.11,0.65,39.46,1295.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-08,GR,1321,200096,80281,0.66,0.71,40.12,1412.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-09,GR,55,200096,80336,0.03,0.83,40.15,1665.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-10,GR,1354,200096,81690,0.68,0.73,40.83,1449,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-11,GR,1520,200096,83210,0.76,0.72,41.59,1435.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-12,GR,2558,200096,85768,1.28,0.72,42.86,1447.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-13,GR,1118,200096,86886,0.56,0.74,43.42,1473,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-14,GR,2124,200096,89010,1.06,0.73,44.48,1462.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-15,GR,1402,200096,90412,0.7,0.81,45.18,1619.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-16,GR,235,200096,90647,0.12,0.73,45.3,1465.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-17,GR,1283,200096,91930,0.64,0.79,45.94,1586.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-18,GR,2619,200096,94549,1.31,0.83,47.25,1669.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-19,GR,1479,200096,96028,0.74,0.84,47.99,1689.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-20,GR,1961,200096,97989,0.98,0.84,48.97,1674.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-21,GR,2710,200096,100699,1.35,0.77,50.33,1541.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-22,GR,1537,200096,102236,0.77,0.8,51.09,1592.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-23,GR,132,200096,102368,0.07,0.92,51.16,1845.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-24,GR,351,200096,102719,0.18,0.91,51.33,1825.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-25,GR,2979,200096,105698,1.49,0.93,52.82,1858.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-26,GR,3251,200096,108949,1.62,0.93,54.45,1854.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-27,GR,1821,200096,110770,0.91,0.94,55.36,1882.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-28,GR,2938,200096,113708,1.47,1,56.83,1995.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-29,GR,1507,200096,115215,0.75,0.88,57.58,1768.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-30,GR,332,200096,115547,0.17,0.75,57.75,1493.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-31,GR,1141,200096,116688,0.57,0.81,58.32,1611.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-01,GR,1391,200096,118079,0.7,0.77,59.01,1536.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-02,GR,1325,200096,119404,0.66,0.75,59.67,1507.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-03,GR,2647,200096,122051,1.32,0.73,61,1459.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-04,GR,2410,200096,124461,1.2,0.82,62.2,1651.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-05,GR,1305,200096,125766,0.65,0.91,62.85,1817,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-06,GR,0,200096,125766,0,0.92,62.85,1836.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-07,GR,2483,200096,128249,1.24,0.86,64.09,1724.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-08,GR,2549,200096,130798,1.27,0.89,65.37,1792.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-09,GR,1462,200096,132260,0.73,0.9,66.1,1806,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-10,GR,1861,200096,134121,0.93,0.9,67.03,1807.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-11,GR,2886,200096,137007,1.44,0.83,68.47,1660.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-12,GR,1401,200096,138408,0.7,0.75,69.17,1511,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-13,GR,10,200096,138418,0,0.77,69.18,1546.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-14,GR,1457,200096,139875,0.73,0.75,69.9,1505.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-15,GR,1500,200096,141375,0.75,0.76,70.65,1513.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-16,GR,1710,200096,143085,0.85,0.77,71.51,1533.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-17,GR,1572,200096,144657,0.79,0.78,72.29,1553.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-18,GR,2947,200096,147604,1.47,0.85,73.77,1706.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-19,GR,1536,200096,149140,0.77,0.96,74.53,1924.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-20,GR,154,200096,149294,0.08,0.97,74.61,1942.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-21,GR,2527,200096,151821,1.26,0.97,75.87,1948.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-22,GR,3024,200096,154845,1.51,0.95,77.39,1899.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-23,GR,1839,200096,156684,0.92,0.88,78.3,1762.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-24,GR,1613,200096,158297,0.81,0.89,79.11,1782.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-25,GR,2601,200096,160898,1.3,0.88,80.41,1769,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-26,GR,581,200096,161479,0.29,0.84,80.7,1687.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-27,GR,290,200096,161769,0.14,0.82,80.85,1630,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-28,GR,2435,200096,164204,1.22,0.79,82.06,1575.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-29,GR,2452,200096,166656,1.23,0.72,83.29,1443.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-30,GR,1438,200096,168094,0.72,0.71,84.01,1424,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-01,GR,1230,200096,169324,0.61,0.69,84.62,1382.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-02,GR,1679,200096,171003,0.84,0.67,85.46,1336,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-03,GR,444,200096,171447,0.22,0.65,85.68,1293.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-04,GR,1,200096,171448,0,0.64,85.68,1279,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-05,GR,2108,200096,173556,1.05,0.68,86.74,1352.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-06,GR,2156,200096,175712,1.08,0.71,87.81,1416.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-07,GR,1335,200096,177047,0.67,0.71,88.48,1426.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-08,GR,1744,200096,178791,0.87,0.71,89.35,1426.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-09,GR,2129,200096,180920,1.06,0.63,90.42,1251.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-10,GR,511,200096,181431,0.26,0.55,90.67,1093,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-11,GR,0,200096,181431,0,0.54,90.67,1075.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-12,GR,883,200096,182314,0.44,0.46,91.11,927.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-13,GR,1049,200096,183363,0.52,0.37,91.64,736.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-14,GR,1215,200096,184578,0.61,0.39,92.24,773,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-15,GR,706,200096,185284,0.35,0.39,92.6,774.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-16,GR,791,200096,186075,0.4,0.51,92.99,1012.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-17,GR,767,200096,186842,0.38,0.59,93.38,1179,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-18,GR,12,200096,186854,0.01,0.56,93.38,1110.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-19,GR,2550,200096,189404,1.27,0.55,94.66,1098.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-20,GR,2212,200096,191616,1.11,0.58,95.76,1159.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-21,GR,738,200096,192354,0.37,0.56,96.13,1118.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-22,GR,619,200096,192973,0.31,0.56,96.44,1118.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-23,GR,1218,200096,194191,0.61,0.5,97.05,1003.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-24,GR,483,200096,194674,0.24,0.49,97.29,982,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-25,GR,12,200096,194686,0.01,0.48,97.3,961.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-26,GR,1745,200096,196431,0.87,0.49,98.17,976.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-27,GR,2059,200096,198490,1.03,0.47,99.2,945.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-28,GR,593,200096,199083,0.3,0.48,99.49,950.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-29,GR,727,200096,199810,0.36,0.47,99.86,948.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-30,GR,998,200096,200808,0.5,0.36,100.36,727.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-31,GR,520,200096,201328,0.26,0.23,100.62,469.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-01,GR,0,200096,201328,0,0.23,100.62,454.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-02,GR,197,200096,201525,0.1,0.21,100.71,410.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-03,GR,249,200096,201774,0.12,0.18,100.84,358.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-04,GR,493,200096,202267,0.25,0.15,101.08,291,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-05,GR,414,200096,202681,0.21,0.15,101.29,291,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-06,GR,637,200096,203318,0.32,0.19,101.61,374.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-07,GR,47,200096,203365,0.02,0.25,101.63,494.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-08,GR,0,200096,203365,0,0.23,101.63,460.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-09,GR,783,200096,204148,0.39,0.24,102.03,479,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-10,GR,1089,200096,205237,0.54,0.22,102.57,436.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-11,GR,254,200096,205491,0.13,0.22,102.7,445.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-12,GR,543,200096,206034,0.27,0.22,102.97,445.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-13,GR,337,200096,206371,0.17,0.22,103.14,444.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-14,GR,112,200096,206483,0.06,0.21,103.19,421.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-15,GR,0,200096,206483,0,0.22,103.19,430.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-16,GR,779,200096,207262,0.39,0.23,103.58,455.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-17,GR,924,200096,208186,0.46,0.26,104.04,509,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-18,GR,316,200096,208502,0.16,0.27,104.2,541.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-19,GR,718,200096,209220,0.36,0.27,104.56,541.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-20,GR,714,200096,209934,0.36,0.27,104.92,547.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-21,GR,342,200096,210276,0.17,0.26,105.09,527.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-22,GR,0,200096,210276,0,0.29,105.09,570.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-23,GR,818,200096,211094,0.41,0.35,105.5,692.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-24,GR,787,200096,211881,0.39,0.34,105.89,672.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-25,GR,616,200096,212497,0.31,0.33,106.2,656.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-26,GR,1573,200096,214070,0.79,0.33,106.98,656.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-27,GR,573,200096,214643,0.29,0.33,107.27,667,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-28,GR,229,200096,214872,0.11,0.32,107.38,635,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-29,GR,0,200096,214872,0,0.34,107.38,683.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-30,GR,891,200096,215763,0.45,0.3,107.83,595.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-31,GR,563,200096,216326,0.28,0.36,108.11,729,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-01,GR,957,200096,217283,0.48,0.37,108.59,736.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-02,GR,957,200096,218240,0.48,0.37,109.07,736.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-03,GR,1506,200096,219746,0.75,0.37,109.82,747.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-04,GR,284,200096,220030,0.14,0.39,109.96,786.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-05,GR,0,200096,220030,0,0.37,109.96,732.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-06,GR,965,200096,220995,0.48,0.38,110.44,761.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-07,GR,836,200096,221831,0.42,0.38,110.86,766.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-08,GR,581,200096,222412,0.29,0.44,111.15,872.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-09,GR,1159,200096,223571,0.58,0.44,111.73,872.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-10,GR,1538,200096,225109,0.77,0.41,112.5,812.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-11,GR,1026,200096,226135,0.51,0.41,113.01,826.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-12,GR,0,200096,226135,0,0.44,113.01,884.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-13,GR,549,200096,226684,0.27,0.44,113.29,882.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-14,GR,935,200096,227619,0.47,0.42,113.75,852,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-15,GR,986,200096,228605,0.49,0.41,114.25,818.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-16,GR,1141,200096,229746,0.57,0.41,114.82,831.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-17,GR,1327,200096,231073,0.66,0.43,115.48,857.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-18,GR,791,200096,231864,0.4,0.42,115.88,848.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-19,GR,90,200096,231954,0.04,0.41,115.92,821.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-20,GR,731,200096,232685,0.37,0.44,116.29,870.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-21,GR,875,200096,233560,0.44,0.4,116.72,788.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-22,GR,794,200096,234354,0.4,0.38,117.12,768.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-23,GR,1484,200096,235838,0.74,0.38,117.86,755.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-24,GR,757,200096,236595,0.38,0.37,118.24,732.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-25,GR,647,200096,237242,0.32,0.35,118.56,694,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-26,GR,0,200096,237242,0,0.35,118.56,698.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-27,GR,573,200096,237815,0.29,0.3,118.85,601.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-28,GR,603,200096,238418,0.3,0.38,119.15,755.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-29,GR,828,200096,239246,0.41,0.38,119.57,763.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-30,GR,804,200096,240050,0.4,0.38,119.97,763.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-01,GR,1833,200096,241883,0.92,0.39,120.88,784.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-02,GR,704,200096,242587,0.35,0.4,121.24,802.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-03,GR,0,200096,242587,0,0.39,121.24,774.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-04,GR,721,200096,243308,0.36,0.4,121.6,807.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
